m,TagName,
"2012-10-01 00:00:00","ruby","2250"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3178"
"2012-11-01 00:00:00","c#","12187"
"2012-11-01 00:00:00","c++","6244"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13519"
"2012-11-01 00:00:00","javascript","12285"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11689"
"2012-11-01 00:00:00","python","6377"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2124"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2555"
"2012-12-01 00:00:00","c#","10896"
"2012-12-01 00:00:00","c++","5664"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12345"
"2012-12-01 00:00:00","javascript","11692"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10969"
"2012-12-01 00:00:00","python","5729"
"2012-12-01 00:00:00","r","1209"
"2012-12-01 00:00:00","ruby","1901"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","291"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12699"
"2013-01-01 00:00:00","c++","6008"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13631"
"2013-01-01 00:00:00","javascript","13730"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12788"
"2013-01-01 00:00:00","python","6539"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2295"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3082"
"2013-02-01 00:00:00","c#","12437"
"2013-02-01 00:00:00","c++","6035"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13609"
"2013-02-01 00:00:00","javascript","13568"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12437"
"2013-02-01 00:00:00","python","6705"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3413"
"2013-03-01 00:00:00","c#","14185"
"2013-03-01 00:00:00","c++","7149"
"2013-03-01 00:00:00","delphi","520"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15815"
"2013-03-01 00:00:00","javascript","15213"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14001"
"2013-03-01 00:00:00","python","7583"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2549"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","329"
"2013-04-01 00:00:00","c","3513"
"2013-04-01 00:00:00","c#","13812"
"2013-04-01 00:00:00","c++","7080"
"2013-04-01 00:00:00","delphi","506"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16105"
"2013-04-01 00:00:00","javascript","15230"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13294"
"2013-04-01 00:00:00","python","7896"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3180"
"2013-05-01 00:00:00","c#","13365"
"2013-05-01 00:00:00","c++","6791"
"2013-05-01 00:00:00","delphi","526"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15139"
"2013-05-01 00:00:00","javascript","14960"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12981"
"2013-05-01 00:00:00","python","7772"
"2013-05-01 00:00:00","r","1772"
"2013-05-01 00:00:00","ruby","2332"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2921"
"2013-06-01 00:00:00","c#","12689"
"2013-06-01 00:00:00","c++","6167"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13811"
"2013-06-01 00:00:00","javascript","14485"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12597"
"2013-06-01 00:00:00","python","7557"
"2013-06-01 00:00:00","r","1760"
"2013-06-01 00:00:00","ruby","2213"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2987"
"2013-07-01 00:00:00","c#","14055"
"2013-07-01 00:00:00","c++","6541"
"2013-07-01 00:00:00","delphi","502"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15038"
"2013-07-01 00:00:00","javascript","16695"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14179"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2990"
"2013-08-01 00:00:00","c#","13745"
"2013-08-01 00:00:00","c++","6209"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14918"
"2013-08-01 00:00:00","javascript","16716"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14177"
"2013-08-01 00:00:00","python","7904"
"2013-08-01 00:00:00","r","1908"
"2013-08-01 00:00:00","ruby","2472"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","288"
"2013-09-01 00:00:00","c","3365"
"2013-09-01 00:00:00","c#","13645"
"2013-09-01 00:00:00","c++","6485"
"2013-09-01 00:00:00","delphi","485"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16110"
"2013-09-01 00:00:00","javascript","17562"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14092"
"2013-09-01 00:00:00","python","7915"
"2013-09-01 00:00:00","r","1701"
"2013-09-01 00:00:00","ruby","2378"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","375"
"2013-10-01 00:00:00","c","4213"
"2013-10-01 00:00:00","c#","15083"
"2013-10-01 00:00:00","c++","7909"
"2013-10-01 00:00:00","delphi","518"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18552"
"2013-10-01 00:00:00","javascript","19573"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15159"
"2013-10-01 00:00:00","python","9431"
"2013-10-01 00:00:00","r","2077"
"2013-10-01 00:00:00","ruby","2781"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4249"
"2013-11-01 00:00:00","c#","14478"
"2013-11-01 00:00:00","c++","8061"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18565"
"2013-11-01 00:00:00","javascript","18342"
"2013-11-01 00:00:00","perl","819"
"2013-11-01 00:00:00","php","14685"
"2013-11-01 00:00:00","python","9440"
"2013-11-01 00:00:00","r","2172"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","353"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13522"
"2013-12-01 00:00:00","c++","6958"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17291"
"2013-12-01 00:00:00","javascript","17896"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14239"
"2013-12-01 00:00:00","python","8393"
"2013-12-01 00:00:00","r","1901"
"2013-12-01 00:00:00","ruby","2428"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","336"
"2014-01-01 00:00:00","c","3706"
"2014-01-01 00:00:00","c#","15219"
"2014-01-01 00:00:00","c++","7627"
"2014-01-01 00:00:00","delphi","485"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18518"
"2014-01-01 00:00:00","javascript","20959"
"2014-01-01 00:00:00","perl","806"
"2014-01-01 00:00:00","php","16597"
"2014-01-01 00:00:00","python","9790"
"2014-01-01 00:00:00","r","2332"
"2014-01-01 00:00:00","ruby","2747"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3950"
"2014-02-01 00:00:00","c#","15019"
"2014-02-01 00:00:00","c++","7609"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19061"
"2014-02-01 00:00:00","javascript","20988"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16319"
"2014-02-01 00:00:00","python","9841"
"2014-02-01 00:00:00","r","2610"
"2014-02-01 00:00:00","ruby","2589"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","447"
"2014-03-01 00:00:00","c","4528"
"2014-03-01 00:00:00","c#","16044"
"2014-03-01 00:00:00","c++","8608"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21745"
"2014-03-01 00:00:00","javascript","22484"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18109"
"2014-03-01 00:00:00","python","11354"
"2014-03-01 00:00:00","r","2787"
"2014-03-01 00:00:00","ruby","2936"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3972"
"2014-04-01 00:00:00","c#","15178"
"2014-04-01 00:00:00","c++","8070"
"2014-04-01 00:00:00","delphi","385"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20656"
"2014-04-01 00:00:00","javascript","21262"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17433"
"2014-04-01 00:00:00","python","10673"
"2014-04-01 00:00:00","r","2714"
"2014-04-01 00:00:00","ruby","2737"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","327"
"2014-05-01 00:00:00","c","3234"
"2014-05-01 00:00:00","c#","13786"
"2014-05-01 00:00:00","c++","6719"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17772"
"2014-05-01 00:00:00","javascript","19600"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14577"
"2014-05-01 00:00:00","python","9177"
"2014-05-01 00:00:00","r","2572"
"2014-05-01 00:00:00","ruby","2667"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","264"
"2014-06-01 00:00:00","c","2750"
"2014-06-01 00:00:00","c#","12374"
"2014-06-01 00:00:00","c++","5611"
"2014-06-01 00:00:00","delphi","414"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15757"
"2014-06-01 00:00:00","javascript","18143"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12837"
"2014-06-01 00:00:00","python","8858"
"2014-06-01 00:00:00","r","2385"
"2014-06-01 00:00:00","ruby","2322"
"2014-06-01 00:00:00","swift","2380"
"2014-07-01 00:00:00","assembly","213"
"2014-07-01 00:00:00","c","2807"
"2014-07-01 00:00:00","c#","13552"
"2014-07-01 00:00:00","c++","6218"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17219"
"2014-07-01 00:00:00","javascript","19962"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14132"
"2014-07-01 00:00:00","python","9855"
"2014-07-01 00:00:00","r","2616"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2666"
"2014-08-01 00:00:00","c#","12400"
"2014-08-01 00:00:00","c++","5836"
"2014-08-01 00:00:00","delphi","422"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15602"
"2014-08-01 00:00:00","javascript","18301"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13076"
"2014-08-01 00:00:00","python","9066"
"2014-08-01 00:00:00","r","2455"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1685"
"2014-09-01 00:00:00","assembly","274"
"2014-09-01 00:00:00","c","3210"
"2014-09-01 00:00:00","c#","12241"
"2014-09-01 00:00:00","c++","6139"
"2014-09-01 00:00:00","delphi","443"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16525"
"2014-09-01 00:00:00","javascript","17986"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13208"
"2014-09-01 00:00:00","python","8716"
"2014-09-01 00:00:00","r","2352"
"2014-09-01 00:00:00","ruby","2260"
"2014-09-01 00:00:00","swift","1890"
"2014-10-01 00:00:00","assembly","386"
"2014-10-01 00:00:00","c","3777"
"2014-10-01 00:00:00","c#","12456"
"2014-10-01 00:00:00","c++","6779"
"2014-10-01 00:00:00","delphi","407"
"2014-10-01 00:00:00","go","379"
"2014-10-01 00:00:00","java","17735"
"2014-10-01 00:00:00","javascript","18787"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13424"
"2014-10-01 00:00:00","python","9530"
"2014-10-01 00:00:00","r","2758"
"2014-10-01 00:00:00","ruby","2336"
"2014-10-01 00:00:00","swift","2452"
"2014-11-01 00:00:00","assembly","379"
"2014-11-01 00:00:00","c","3637"
"2014-11-01 00:00:00","c#","11778"
"2014-11-01 00:00:00","c++","6509"
"2014-11-01 00:00:00","delphi","423"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17681"
"2014-11-01 00:00:00","javascript","17855"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12896"
"2014-11-01 00:00:00","python","9516"
"2014-11-01 00:00:00","r","2693"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2542"
"2014-12-01 00:00:00","assembly","320"
"2014-12-01 00:00:00","c","3138"
"2014-12-01 00:00:00","c#","11004"
"2014-12-01 00:00:00","c++","6033"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16228"
"2014-12-01 00:00:00","javascript","16872"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12196"
"2014-12-01 00:00:00","python","8996"
"2014-12-01 00:00:00","r","2348"
"2014-12-01 00:00:00","ruby","2138"
"2014-12-01 00:00:00","swift","2472"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3199"
"2015-01-01 00:00:00","c#","11690"
"2015-01-01 00:00:00","c++","6098"
"2015-01-01 00:00:00","delphi","376"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16432"
"2015-01-01 00:00:00","javascript","18419"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13485"
"2015-01-01 00:00:00","python","9635"
"2015-01-01 00:00:00","r","2669"
"2015-01-01 00:00:00","ruby","2414"
"2015-01-01 00:00:00","swift","3039"
"2015-02-01 00:00:00","assembly","355"
"2015-02-01 00:00:00","c","3351"
"2015-02-01 00:00:00","c#","11742"
"2015-02-01 00:00:00","c++","6438"
"2015-02-01 00:00:00","delphi","411"
"2015-02-01 00:00:00","go","380"
"2015-02-01 00:00:00","java","16660"
"2015-02-01 00:00:00","javascript","18558"
"2015-02-01 00:00:00","perl","563"
"2015-02-01 00:00:00","php","13414"
"2015-02-01 00:00:00","python","10162"
"2015-02-01 00:00:00","r","2954"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3225"
"2015-03-01 00:00:00","assembly","380"
"2015-03-01 00:00:00","c","3904"
"2015-03-01 00:00:00","c#","13208"
"2015-03-01 00:00:00","c++","7360"
"2015-03-01 00:00:00","delphi","408"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19654"
"2015-03-01 00:00:00","javascript","20419"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14811"
"2015-03-01 00:00:00","python","11537"
"2015-03-01 00:00:00","r","3552"
"2015-03-01 00:00:00","ruby","2452"
"2015-03-01 00:00:00","swift","3579"
"2015-04-01 00:00:00","assembly","434"
"2015-04-01 00:00:00","c","3941"
"2015-04-01 00:00:00","c#","13031"
"2015-04-01 00:00:00","c++","7112"
"2015-04-01 00:00:00","delphi","386"
"2015-04-01 00:00:00","go","386"
"2015-04-01 00:00:00","java","19701"
"2015-04-01 00:00:00","javascript","20814"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14855"
"2015-04-01 00:00:00","python","11377"
"2015-04-01 00:00:00","r","3312"
"2015-04-01 00:00:00","ruby","2494"
"2015-04-01 00:00:00","swift","4000"
"2015-05-01 00:00:00","assembly","367"
"2015-05-01 00:00:00","c","3511"
"2015-05-01 00:00:00","c#","13305"
"2015-05-01 00:00:00","c++","6785"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18441"
"2015-05-01 00:00:00","javascript","22037"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14465"
"2015-05-01 00:00:00","python","11171"
"2015-05-01 00:00:00","r","3408"
"2015-05-01 00:00:00","ruby","2498"
"2015-05-01 00:00:00","swift","3781"
"2015-06-01 00:00:00","assembly","265"
"2015-06-01 00:00:00","c","3153"
"2015-06-01 00:00:00","c#","13480"
"2015-06-01 00:00:00","c++","6491"
"2015-06-01 00:00:00","delphi","387"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17754"
"2015-06-01 00:00:00","javascript","22512"
"2015-06-01 00:00:00","perl","569"
"2015-06-01 00:00:00","php","14254"
"2015-06-01 00:00:00","python","11746"
"2015-06-01 00:00:00","r","3413"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4312"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2803"
"2015-07-01 00:00:00","c#","14060"
"2015-07-01 00:00:00","c++","6682"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18596"
"2015-07-01 00:00:00","javascript","23851"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15256"
"2015-07-01 00:00:00","python","12270"
"2015-07-01 00:00:00","r","3976"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5131"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2567"
"2015-08-01 00:00:00","c#","13193"
"2015-08-01 00:00:00","c++","5858"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","go","445"
"2015-08-01 00:00:00","java","17022"
"2015-08-01 00:00:00","javascript","22080"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14144"
"2015-08-01 00:00:00","python","11189"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2309"
"2015-08-01 00:00:00","swift","5070"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3079"
"2015-09-01 00:00:00","c#","12896"
"2015-09-01 00:00:00","c++","5900"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","418"
"2015-09-01 00:00:00","java","16882"
"2015-09-01 00:00:00","javascript","21320"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13430"
"2015-09-01 00:00:00","python","10935"
"2015-09-01 00:00:00","r","3321"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4534"
"2015-10-01 00:00:00","assembly","428"
"2015-10-01 00:00:00","c","3667"
"2015-10-01 00:00:00","c#","12761"
"2015-10-01 00:00:00","c++","7029"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18469"
"2015-10-01 00:00:00","javascript","21731"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13817"
"2015-10-01 00:00:00","python","12449"
"2015-10-01 00:00:00","r","3669"
"2015-10-01 00:00:00","ruby","2186"
"2015-10-01 00:00:00","swift","4285"
"2015-11-01 00:00:00","assembly","401"
"2015-11-01 00:00:00","c","3600"
"2015-11-01 00:00:00","c#","12338"
"2015-11-01 00:00:00","c++","7073"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17696"
"2015-11-01 00:00:00","javascript","21175"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13205"
"2015-11-01 00:00:00","python","12251"
"2015-11-01 00:00:00","r","3531"
"2015-11-01 00:00:00","ruby","1953"
"2015-11-01 00:00:00","swift","4307"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c","3083"
"2015-12-01 00:00:00","c#","12099"
"2015-12-01 00:00:00","c++","6542"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16476"
"2015-12-01 00:00:00","javascript","20995"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13622"
"2015-12-01 00:00:00","python","11613"
"2015-12-01 00:00:00","r","3175"
"2015-12-01 00:00:00","ruby","2026"
"2015-12-01 00:00:00","swift","4361"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3033"
"2016-01-01 00:00:00","c#","12325"
"2016-01-01 00:00:00","c++","6084"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16556"
"2016-01-01 00:00:00","javascript","22425"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14443"
"2016-01-01 00:00:00","python","12311"
"2016-01-01 00:00:00","r","3525"
"2016-01-01 00:00:00","ruby","2140"
"2016-01-01 00:00:00","swift","4767"
"2016-02-01 00:00:00","assembly","346"
"2016-02-01 00:00:00","c","3267"
"2016-02-01 00:00:00","c#","12694"
"2016-02-01 00:00:00","c++","6536"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17770"
"2016-02-01 00:00:00","javascript","22373"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14790"
"2016-02-01 00:00:00","python","13214"
"2016-02-01 00:00:00","r","3576"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4736"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3430"
"2016-03-01 00:00:00","c#","13554"
"2016-03-01 00:00:00","c++","6994"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19792"
"2016-03-01 00:00:00","javascript","23976"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15000"
"2016-03-01 00:00:00","python","14022"
"2016-03-01 00:00:00","r","4036"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5055"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3347"
"2016-04-01 00:00:00","c#","13660"
"2016-04-01 00:00:00","c++","6872"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","601"
"2016-04-01 00:00:00","java","19397"
"2016-04-01 00:00:00","javascript","23343"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14353"
"2016-04-01 00:00:00","python","13588"
"2016-04-01 00:00:00","r","4115"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4734"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13451"
"2016-05-01 00:00:00","c++","6111"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16934"
"2016-05-01 00:00:00","javascript","22888"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14336"
"2016-05-01 00:00:00","python","13065"
"2016-05-01 00:00:00","r","3788"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c","2291"
"2016-06-01 00:00:00","c#","13015"
"2016-06-01 00:00:00","c++","5693"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15863"
"2016-06-01 00:00:00","javascript","22058"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13536"
"2016-06-01 00:00:00","python","12866"
"2016-06-01 00:00:00","r","3852"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4779"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2340"
"2016-07-01 00:00:00","c#","11941"
"2016-07-01 00:00:00","c++","5446"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14879"
"2016-07-01 00:00:00","javascript","22088"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12826"
"2016-07-01 00:00:00","python","12773"
"2016-07-01 00:00:00","r","3739"
"2016-07-01 00:00:00","ruby","1895"
"2016-07-01 00:00:00","swift","4912"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2201"
"2016-08-01 00:00:00","c#","12680"
"2016-08-01 00:00:00","c++","5003"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","567"
"2016-08-01 00:00:00","java","15131"
"2016-08-01 00:00:00","javascript","22570"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12821"
"2016-08-01 00:00:00","python","12873"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4886"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2499"
"2016-09-01 00:00:00","c#","11061"
"2016-09-01 00:00:00","c++","5121"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14588"
"2016-09-01 00:00:00","javascript","20342"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12041"
"2016-09-01 00:00:00","python","12295"
"2016-09-01 00:00:00","r","3298"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11421"
"2016-10-01 00:00:00","c++","5951"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15251"
"2016-10-01 00:00:00","javascript","20349"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12158"
"2016-10-01 00:00:00","python","13460"
"2016-10-01 00:00:00","r","3770"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4720"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3253"
"2016-11-01 00:00:00","c#","11615"
"2016-11-01 00:00:00","c++","6048"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15587"
